title,ingredients,instructions,url
Grilled aubergines with spicy chickpeas & walnut sauce Homemade,Greek Yogurt; Ground Cumin; Ginger; Olive Oil; Onion; Tomato; Lemon; Red Chilli; Chickpeas; Coriander; Walnuts; Garlic Clove; Aubergine,"step 1
Heat 2 tbsp oil in a pan, add the onion and fry until soft and lightly browned, about 10 mins.
 Add the chilli, ginger and spices and mix well.
 Stir in the chickpeas, tomatoes and 5 tbsp water, bring to the boil, then simmer for 10 mins.
 Add a little salt and pepper and the lemon juice.


step 2
Arrange the aubergines over a grill pan.
 Brush lightly with oil, sprinkle with salt and pepper, then grill until golden.
 Flip them over, brush again with oil, season and grill again until tender and golden.


step 3
Mix the yogurt with the garlic, most of the walnuts and coriander and a little salt and pepper.
 Arrange the aubergine slices over a warm platter and spoon over the chickpea mix.
 Drizzle with the walnut sauce and scatter with the remaining walnuts and coriander.
",https://www.bbcgoodfood.com/recipes/grilled-aubergines-spicy-chickpeas-walnut-sauce
Japanese Katsudon Homemade,Sugar; Soy Sauce; Eggs; Mirin; Pork; Vegetable Oil; Sushi Rice; Vegetable Stock; Onion; Chives,"STEP 1
Heat the oil in a pan, fry the sliced onion until golden brown, then add the tonkatsu (see recipe here), placing it in the middle of the pan.
 Mix the dashi, soy, mirin and sugar together and tip three-quarters of the mixture around the tonkatsu.
 Sizzle for a couple of mins so the sauce thickens a little and the tonkatsu reheats.


STEP 2
Tip the beaten eggs around the tonkatsu and cook for 2-3 mins until the egg is cooked through but still a little runny.
 Divide the rice between two bowls, then top each with half the egg and tonkatsu mix, sprinkle over the chives and serve immediately, drizzling with a little more soy if you want an extra umami kick.
",https://www.bbcgoodfood.com/recipes/japanese-katsudon
Easy Beef Rendang,Challots; Coconut Cream; Cinnamon Stick; Water; Lime; Star Anise; Tamarind Paste; Beef; Cloves; Sugar; Vegetable Oil; Cardamom,"Chop the spice paste ingredients and then blend it in a food processor until fine.

Heat the oil in a stew pot, add the spice paste, cinnamon, cloves, star anise, and cardamom and stir-fry until aromatic.
 Add the beef and the pounded lemongrass and stir for 1 minute.
 Add the coconut milk, tamarind juice, water, and simmer on medium heat, stirring frequently until the meat is almost cooked.
 Add the kaffir lime leaves, kerisik (toasted coconut), sugar or palm sugar, stirring to blend well with the meat.

Lower the heat to low, cover the lid, and simmer for 1 to 1 1/2 hours or until the meat is really tender and the gravy has dried up.
 Add more salt and sugar to taste.
 Serve immediately with steamed rice and save some for overnight.
",https://rasamalaysia.com/beef-rendang-recipe-rendang-daging/
Clam chowder,Milk; Bacon; Thyme; Double Cream; Bay Leaf; Plain Flour; Potatoes; Onion; Parsley; Clams; Butter,"Rinse the clams in several changes of cold water and drain well.
 Tip the clams into a large pan with 500ml of water.
 Cover, bring to the boil and simmer for 2 mins until the clams have just opened.
 Tip the contents of the pan into a colander over a bowl to catch the clam stock.
 When cool enough to handle, remove the clams from their shells – reserving a handful of empty shells for presentation if you want.
 Strain the clam stock into a jug, leaving any grit in the bottom of the bowl.
 You should have around 800ml stock.

Heat the butter in the same pan and sizzle the bacon for 3-4 mins until it starts to brown.
 Stir in the onion, thyme and bay and cook everything gently for 10 mins until the onion is soft and golden.
 Scatter over the flour and stir in to make a sandy paste, cook for 2 mins more, then gradually stir in the clam stock then the milk and the cream.

Throw in the potatoes, bring everything to a simmer and leave to bubble away gently for 10 mins or until the potatoes are cooked.
 Use a fork to crush a few of the potato chunks against the side of the pan to help thicken – you still want lots of defined chunks though.
 Stir through the clam meat and the few clam shells, if you've gone down that route, and simmer for a minute to reheat.
 Season with plenty of black pepper and a little salt, if needed, then stir through the parsley just before ladling into bowls or hollowed-out crusty rolls.
",https://www.bbcgoodfood.com/recipes/clam-chowder
Irish stew Recipe,olive oil; chicken stock; fresh thyme; Carrots; turnips; caster sugar; charlotte potatoes; oregano; celeriac; shallots; white wine; whole wheat; lamb loin chops,"Heat the oven to 180C/350F/gas mark 4.
 Drain and rinse the soaked wheat, put it in a medium pan with lots of water, bring to a boil and simmer for an hour, until cooked.
 Drain and set aside.


Season the lamb with a teaspoon of salt and some black pepper.
 Put one tablespoon of oil in a large, deep sauté pan for which you have a lid; place on a medium-high heat.
 Add some of the lamb – don't overcrowd the pan – and sear for four minutes on all sides.
 Transfer to a bowl, and repeat with the remaining lamb, adding oil as needed.


Lower the heat to medium and add a tablespoon of oil to the pan.
 Add the shallots and fry for four minutes, until caramelised.
 Tip these into the lamb bowl, and repeat with the remaining vegetables until they are all nice and brown, adding more oil as you need it.


Once all the vegetables are seared and removed from the pan, add the wine along with the sugar, herbs, a teaspoon of salt and a good grind of black pepper.
 Boil on a high heat for about three minutes.


Tip the lamb, vegetables and whole wheat back into the pot, and add the stock.
 Cover and boil for five minutes, then transfer to the oven for an hour and a half.


Remove the stew from the oven and check the liquid; if there is a lot, remove the lid and boil for a few minutes.
",http://www.ottolenghi.co.uk/recipes/meat/irish-stew-shop
Egyptian Fatteh,Olive Oil; Garlic Clove; Cumin; White Wine Vinegar; Salt; Noodles; Pita Bread; Onion; Butter; Beef; Tomatoes; Chicken Stock Cube; Rice; Tomato Puree; Pepper,"To prepare bread for bottom of dish: Take pita bread and rip into bite size pieces. In a frying pan, add about a 1/4 stick of butter, add bread pieces and fry until golden brown and crisp. Put these pieces in a glass baking dish, preferably a square sized dish. Set aside.
Then add to same pan, a little more butter, salt, approximately 2 cloves of crushed fresh garlic, and a teaspoon or so of cumin stir around a bit until you can smell aroma, then add fried bread pieces to this mixture, stir to coat bread and put back into glass baking dish. Set aside.
To prepare meat: put some butter in a pot, stir fry meat until brown, add 1 onion quartered, salt & pepper, 1 cube of chicken bouillon and water to cover meat. Bring to a boil, turn down to simmer, cover and cook until tender, approximately 2 hours. After meat has cooled, take out chunks of meat and put in a bowl, set aside. Reserve soup from the meat separately.
To prepare the rice: Put some butter into a pot, add shareya (fideo noodles) like a handful or so, keep stirring until golden brown, not too dark, but very golden. Then add two cups of rice, stir a little bit until some of the rice turns an opaque white. Add 2-1/4 cups of water and salt to taste. Bring to a boil, cover and turn down to simmer, cook until tender. Test the rice tenderness after about 35 minutes.
Now take some of the soup from meat and add to the top of the bread pieces in baking dish to saturate.Add cooked rice on top of bread pieces. Slowly spoon remainder of soup onto rice, looking at glass dish sides to see level of soup, should reach just to top of rice, don’t worry, this doesn’t have to be exact. Now you’re ready to make the sauce and fry the meat to put on top.
To prepare red sauce: In a pan, add a little oil or butter, crushed tomato, a half teaspoon of tomato paste, salt & pepper, 2 cloves of fresh crushed garlic and cumin. Add also approximately 3 tablespoons of vinegar, stir this until you smell aroma and it is a bit smooth. It should be a bit thick, not watery, but if too thick you can add a bit of water. Spread with a wooden spoon atop the rice to cover.
To fry meat: In a pan add a bit of butter or oil, the meat, just a touch of tomato paste, about a tablespoon of fresh crushed garlic, salt & pepper, a teaspoon of cumin. Cook until meat is golden fried.
Spoon this atop the rice and serve. Enjoy!",https://www.food.com/recipe/egyptian-faatah-rice-meat-with-crispy-bread-on-bottom-194764
Aubergine couscous salad,Cherry Tomatoes; Couscous; Goats Cheese; Lemon; Olive Oil; Aubergine; Vegetable Stock; Mint,"step 1
Heat grill to high. Put the aubergine on a baking sheet, brush with oil and season. Grill for about 15 mins, turning and brushing with more oil halfway, until browned and softened.

step 2
Meanwhile, tip the couscous into a large bowl, pour over the stock, then cover and leave for 10 mins. Mix the tomatoes, mint, goat’s cheese and remaining oil together. Fluff the couscous up with a fork, then stir in the aubergines, tomato mixture and lemon juice.",https://www.bbcgoodfood.com/recipes/aubergine-couscous-salad
Easy Mediterranean Pasta Salad,salt; farfalle; baby plum tomatoes; tuna; Green Olives; mozzarella balls; extra virgin olive oil; pepper; fresh basil,"Bring a large saucepan of salted water to the boil
Add the pasta, stir once and cook for about 10 minutes or as directed on the packet.

Meanwhile, wash the tomatoes and cut into quarters.
 Slice the olives.
 Wash the basil.

Put the tomatoes into a salad bowl and tear the basil leaves over them.
 Add a tablespoon of olive oil and mix.

When the pasta is ready, drain into a colander and run cold water over it to cool it quickly.

Toss the pasta into the salad bowl with the tomatoes and basil.

Add the sliced olives, drained mozzarella balls, and chunks of tuna.
 Mix well and let the salad rest for at least half an hour to allow the flavours to mingle.

Sprinkle the pasta with a generous grind of black pepper and drizzle with the remaining olive oil just before serving.
",https://thelemonsqueezy.com/recipe/mediterranean-pasta-salad/
Falafel Pita Sandwich with Tahini Sauce,Lettuce; Falafel; Pita Bread; Tahini; Water; Harissa Spice; Dill Pickles; Cucumber; Tomato; Paprika; Garlic; Red Onions; Lemon Juice,"Preheat the oven to 450 degrees F (230 degrees C).
 Place falafel on a baking sheet.


Bake in the preheated oven until heated through, 8 to 10 minutes.


While falafel bake, whisk tahini, water, lemon juice, garlic, and paprika together in a bowl.


Cut about 1 inch from the top of each pita to form a pocket.
 Add 2 falafel to each pita with equal amounts lettuce, tomato, cucumber, pickle, and red onion.
 Drizzle each with about 1 tablespoon tahini sauce and some harissa.
",https://www.allrecipes.com/recipe/266014/falafel-pita-sandwich-with-tahini-sauce/
Beef Caldereta Homemade,Soy Sauce; Green Pepper; Peanut Butter; Chilli Powder; Beef Stock; Red Pepper; Water; Beef; Olive Oil; Potatoes; Garlic; Tomato Puree; Onion; Carrots,"0.	Heat oil in a cooking pot. Saute onion and garlic until onion softens
1.	Add beef. Saute until the outer part turns light brown.
2.	Add soy sauce. Pour tomato sauce and water. Let boil.
3.	Add Knorr Beef Cube. Cover the pressure cooker. Cook for 30 minutes.
4.	Pan-fry carrot and potato until it browns. Set aside.
5.	Add chili pepper, liver spread and peanut butter. Stir.
6.	Add bell peppers, fried potato and carrot. Cover the pot. Continue cooking for 5 to 7 minutes.
7.	Season with salt and ground black pepper. Serve.
",https://www.kawalingpinoy.com/beef-caldereta/
